nid;transaccion_tipo;digitalizacion_medir;digitalizacion_observacion;descargas_obligatorias;formulario_digital;turno_requerido;turno_digital;identificacion_digital;posee_notificaciones;notificaciones;pago_requerido_list;pago_electronico_list;resumen_nivel;relevamiento_observaciones;recomendacion;observacion_recomendacion;texto_servicio;cat1;cat2;cat3;cat4
473;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;;;;;
474;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;"Links ""BAJAR IMPRIMIR"" y ""Solicitud de inscripción"" rotos. Por lo que no sabemos si el archivo que se baja es definitivamente apto para presentar";NINGUNA;;Habilitar establecimiento de salud ;Laboratorio de análisis clínicos;;Habilitar laboratorios de análisis clínicos;
475;INSCRIPCIÓN;SI;;NO;SI;SI;SI;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;1;Información incompleta en argentina.gob.ar;NINGUNA;;Registrar autoría / derechos de autor;Autoría de album musical;;;
476;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;La forma de pago electrónica solo aplica si la consulta se realiza desde el interior del país;NINGUNA;;Registrar contratos;Contrato literario;;;
477;DOCUMENTACIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - SEGÚN OPCIÓN;NO;2;;NINGUNA;;Solicitar informe de inmueble;Certificado de dominio;;;
478;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - SEGÚN OPCIÓN;NO;1;;NINGUNA;;Realizar incripción / anotación en Registro de Propiedad Inmueble;;;;
479;CONSULTA;SI;;NO;SI;SI;SI;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;SI - SEGÚN DEPENDENCIA;3;;NINGUNA;;;;;;
480;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI - SEGÚN DEPENDENCIA;1;;NINGUNA;;Solicitudes e Inscripciones;Estado del vehículo;;;
481;INSCRIPCIÓN;SI;;NO;SI;SI;SI;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;SI - SEGÚN DEPENDENCIA;3;;NINGUNA;;Solicitudes e Inscripciones;Estado del vehículo;;;
482;LEGALIZACIÓN;SI;;NO;SI;SI;SI;NO;SI;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Revalidar / convalidar estudios;Nivel superior, exceptuando universitario;;;
483;LEGALIZACIÓN;SI;;NO;SI;SI;SI;NO;SI;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Revalidar / convalidar estudios;Estudios de educación secundaria cursados en países sin convenio educativo con Argentina;;;
484;LEGALIZACIÓN;SI;;NO;SI;SI;SI;NO;SI;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Revalidar / convalidar estudios;Estudios de educación secundaria cursados en países con convenio educativo con Argentina;;;
485;LEGALIZACIÓN;SI;;NO;SI;SI;SI;NO;SI;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Revalidar / convalidar estudios;Estudios de educación secundaria cursados en el extranjero a través de un intercambio estudiantil;;;
486;DOCUMENTACIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;;;;;
487;CONSULTA;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;;NINGUNA;;;;;;
488;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;Funcionan mal algunos link;NINGUNA;;Obtener permiso individual;Técnico en medicina nuclear;Obtención;Especialista / Técnico;
489;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener licencia para uso / operación;Para operar equipos de medición industrial;Obtención;Para operar equipos;
490;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener licencia para uso / operación;Para operar equipos de teleterapia;Obtención;Para operar equipos;
491;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener licencia para uso / operación;Para el uso de fuentes selladas en braquiterapia;Obtención;Para el uso;
492;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener licencia para importación / exportación;Fuentes de radiación para uso industrial;Obtención;;
493;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener licencia para importación /exportación / faccionarimiento;Material radiactivo;Obtención;;
494;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener licencia para uso / operación;Para perfilaje de pozos petrolíferos;Obtención;;
495;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener licencia para uso / operación;Para el uso de trazadores radiactivos en aplicaciones industriales y de investigación;Obtención;Para el uso;
496;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;Funcionan mal algunos link;NINGUNA;;Obtener permiso individual;Para operar equipos de telegammaterapia;Obtención;Para operar equipos;
497;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener permiso individual;Para el uso de fuentes selladas en Braquiterapia;Obtención;Para el uso;
498;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener permiso individual;Para el uso de soluciones de I-131;Obtención;Para el uso;
499;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener permiso individual;Para el uso de trazadores radiactivos en aplicaciones industriales y de investigación;Obtención;Para el uso;
500;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener permiso individual;Para el uso médico de aceleradores lineales en modo fotones;Obtención;Para el uso médico;
501;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;Funcionan mal algunos link;NINGUNA;;Obtener permiso individual;Para el uso de trazadores radiactivos en técnicas de radio-inmuno-análisis (RIA) ;Obtención;Para el uso;
502;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;Funcionan mal algunos link;NINGUNA;;Obtener permiso individual;Para el uso médico de aceleradores lineales bimodal;Obtención;Para el uso médico;
503;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener permiso individual;Especialista en física de la radioterapia;Obtención;Especialista / Técnico;
504;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener permiso individual importación / exportación;Fuentes de radiación para uso industrial;Obtención;;
505;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener permiso individual importación / exportación / fraccionamiento;Material radiactivo;Obtención;;
506;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener permiso individual;Para operar equipos de gammagrafía industrial;Obtención;Para operar equipos;
507;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener permiso individual;Para uso de fuentes radioactivas en dispositivos de perfilaje de pozos petroleros;Obtención;Para el uso;
508;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;Funcionan mal algunos link;NINGUNA;;Obtener permiso individual;Técnico en física de la radioterapia;Obtención;Especialista / Técnico;
509;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener permiso individual;Para usos menores de fuentes radiactivas;Obtención;Para el usos menores;
510;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener permiso;Para usos menores de fuentes radiactivas;;Para el uso;
511;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener licencia para uso / operación;Para operar equipos de gammagrafía industrial;Renovación;Para operar equipos;
512;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener licencia para uso / operación;Para operar equipos de medición industrial;Renovación;Para operar equipos;
513;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener permiso;Para el uso de trazadores radiactivos en técnicas de radio-inmuno-análisis (RIA) en laboratorio;;Para el uso;
514;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener licencia para uso / operación;Para el uso médico de radioisótopos o radiaciones ionizantes;Renovación;Para el uso médico;
515;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener permiso individual;Especialista en física de la radioterapia;Renovación;Especialista / Técnico;
516;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener permiso individual;Para operar equipos de gammagrafía industrial;Renovación;Para operar equipos;
517;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener permiso individual;Para operar equipos de medición industrial;Renovación;Para operar equipos;
518;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener licencia para uso / operación;Para el uso de fuentes radiactivas no selladas en instalaciones de medicina nuclear;Obtención;Para el uso;
519;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener permiso individual;Para el uso médico de radioisótopos o radiaciones ionizantes;Renovación;Para el uso médico;
520;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener permiso individual;Técnico en medicina nuclear;Renovación;Especialista / Técnico;
521;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener permiso individual;Para operar equipos de medición industrial;Obtención;Para operar equipos;
522;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener permiso individual;Para el uso de trazadores radiactivos para estudios dinámicos;Obtención;Para el uso;
523;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;"La forma de pago electrónica solo aplica si la consulta se realiza desde el interior del país, sino el pago es presencial.
Si el pedido es del interior tampoco es necesaria la presencia del ciudadano";NINGUNA;;Registrar contratos;Contratos sobre películas y videos;;;
524;CONSULTA;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;;;;;
525;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Reempadronar droguería;;;Reempadronar droguerias;
526;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Registrar autoría / derechos de autor;Autoría de obra musical;;;
527;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;La forma de pago electrónica solo aplica si la consulta se realiza desde el interior del país;NINGUNA;;Registrar contratos;Contratos de software;;;
528;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;;NINGUNA;;Solicitar certificados;;;;
529;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;La forma de pago electrónica solo aplica si la consulta se realiza desde el interior del país.;NINGUNA;;Registrar autoría / derechos de autor;Autoría de edición discográfica;;;
530;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;1;"La forma de pago electrónica solo aplica si la consulta se realiza desde el interior del país.
argentina.gob.ar dice que no se necesita turno y en la página oficial hay un sistema de turnos y el trámite se puede realizar a distancia https://tramitesadistancia.gob.ar/.";NINGUNA;;Registrar autoría / derechos de autor;Autoría de obra de arte;;;
531;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Obtener pensión no contributiva;Adultos Mayores;;;
532;INSCRIPCIÓN;SI;;SI;SI;SI;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;3;;NINGUNA;;Autorizaciones para Personería jurídica;;;;
533;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Obtener pensión no contributiva;Madres ;;;
534;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Obtener pensión no contributiva;Discapacidad;;;
536;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI - SEGÚN DEPENDENCIA;1;;JUNTAR;"536;538";Obtener DNI;Renovación;x domicilio;;Exterior
538;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI - SEGÚN DEPENDENCIA;1;;JUNTAR;"536;538";Obtener DNI;Renovación;x extravío / robo / deterioro;argentino;Exterior
539;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI - SEGÚN DEPENDENCIA;1;;NINGUNA;;Obtener DNI;Canje;x cambio de viejo documento;argentino;Exterior
542;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Obtener permiso de ingreso;Pasantes;;;
543;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Inscribirse en el Registro Nacional Unico de Apoderados;Persona física que actue en representación de persona jurídica que solicite beneficio migratorio para un extranjero;;;
544;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Inscribirse en el Registro Nacional Unico de Apoderados;Profesional colegiado que pretenda actuar como apoderado en trámites de admisión y permanencia de extranjero;;;
545;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Inscribirse en el Registro Nacional Unico de Requirentes;Persona jurídica que pretenda el ingreso del extranjero;;;
546;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Inscribirse en el Registro Nacional Unico de Apoderados;Persona física que actue en representación de otra persona física extranjera que solicite beneficio migratorio;;;
547;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Obtener permiso de ingreso;Pasantía Convenio Argentina - Francia;;;
548;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Obtener permiso de ingreso;Estudiantes para concretar estudios parciales;;;
549;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener licencia para uso / operación;Para operar equipos de gammagrafía industrial;Obtención;Para operar equipos;
550;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Obtener permiso de ingreso;;;;
551;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Obtener permiso de ingreso;Participantes de programas de intercambio estudiantil;;;
552;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Obtener permiso de ingreso;Estudiantes para cursos no formales;;;
553;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Inscribirse en el Registro Nacional Unico de Requirentes;Persona de culto oficial que pretenda el ingreso del extranjero;;;
554;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;;NINGUNA;;Obtener clave de identificación ;;;;
556;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE FISCAL;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Recategorización AFIP;;;;
557;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE FISCAL;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Recategorización AFIP;;;;
559;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Inscribirse en el Registro Nacional Unico de Requirentes;Persona física que pretenda el ingreso del extranjero;;;
560;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Solicitar prórroga de la residencia temporaria;Categoría Transitoria - Turista;;;
561;INSCRIPCIÓN;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;Turno online según jurisdicción;NINGUNA;;Solicitar prórroga de la residencia temporaria;Jubilado o Pensionado;;;
562;INSCRIPCIÓN;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;Revisar costos;NINGUNA;;Obtener certificado de residencia precaria;;;;
563;INSCRIPCIÓN;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;Turno online según jurisdicción;NINGUNA;;Solicitar prórroga de la residencia temporaria;Deportista;;;
564;INSCRIPCIÓN;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;Turno online según jurisdicción;NINGUNA;;Solicitar prórroga de la residencia temporaria;Refugiados;;;
565;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;"Turno online según jurisdicción
Verificar si puede sacarse turno de prorroga de residencia general (que tiene migraciones).";NINGUNA;;Solicitar prórroga de la residencia temporaria;Religiosos;;;
566;INSCRIPCIÓN;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;Turno online según jurisdicción;NINGUNA;;Obtener radicación;Artistas o deportistas;Residencia temporaria;;
567;INSCRIPCIÓN;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;Turno online según jurisdicción;NINGUNA;;Solicitar prórroga de la residencia temporaria;Tratamiento Médico;;;
568;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Obtener permiso de ingreso;Científico y personal especializado;;;
569;DOCUMENTACIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE FISCAL;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Obtener certificado no retención de impuestos;;;;
570;INSCRIPCIÓN;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;Turno online según jurisdicción;NINGUNA;;Obtener radicación definitiva (Cambio de Categoría);Cónyuge argentino o radicado;Residencia definitiva;MERCOSUR;
571;INSCRIPCIÓN;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;Turno online según jurisdicción;NINGUNA;;Obtener radicación definitiva (Cambio de Categoría);Criterio de nacionalidad (art. 23 l) de la ley 25.871);Residencia definitiva;MERCOSUR;
572;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Obtener permiso de ingreso;Religiosos;;;
573;INSCRIPCIÓN;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;Turno online según jurisdicción;NINGUNA;;Obtener radicación;Familiar de argentino o de extranjero radicado en forma permanente o temporal en el territorio nacional;Residencia definitiva / Residencia temporaria;;
574;INSCRIPCIÓN;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;"Turno online según jurisdicción
Revisar como esta expresado el costo.";NINGUNA;;Obtener radicación;Ciudadanos nativos del Mercosur o Estados Asociados en forma temporaria;Residencia temporaria;;
575;SIN INFORMACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;;;;;
576;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Obtener certificado para contratar con organismos del Estado;;;;
577;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;JUNTAR;"577;712";Egresar del pais;Ciudadano argentino o extranjero;Menor de edad;Destino - MERCOSUR;Con ambos padres
578;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;El envio de información por correo electrónico es sólo a efectos concertar fecha y hora para una entrevista. ;NINGUNA;;Teletrabajadores;;;;
579;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;JUNTAR;"579;601";Egresar del pais;Ciudadano argentino o extranjero;Menor de edad;Destino - MERCOSUR;Sólo / con 1 de sus padres
580;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Egresar del pais;Ciudadano argentino o extranjero;Mayor de edad;Destino - MERCOSUR;
581;DOCUMENTACIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE FISCAL;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Obtener el Código de Oferta y Transferencia de Inmuebles;;;;
582;DENUNCIA;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Violencia y conflictos laborales;Resolución de Conflictos;;;
583;ASESORAMIENTO;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;Consulta y devolución de información por correo electrónico.;NINGUNA;;;;;;
584;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;ELIMINAR;;Ingresar / egresar del pais;Ciudadano nativo o radicado en Colombia;;;
585;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;ELIMINAR;;Ingresar / egresar del pais;Ciudadano nativo o radicado en Perú y Ecuador;;;
586;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - SEGÚN OPCIÓN;SI;1;"Se cambió el trámite de argentina.gob.ar. durante el relevamiento. Pago de ""habilitación salida"" sólo en casos de vencidos los plazos estipulados (excepción que no considero para el nivel de resumen). ";NINGUNA;;Egresar del pais;Ciudadano;Mayor de edad;Proveniente - Extra MERCOSUR;
587;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - SEGÚN OPCIÓN;SI;1;"REVISAR: si la tasa refiere a la ""habilitación de salida"" . En ese caso habría que hacer el mismo cambio que en 586";NINGUNA;;Egresar del pais;Ciudadano argentino o extranjero;Mayor de edad;Destino - Extra MERCOSUR;
